0.00613363,0.00224074,0.00275736,0.00392908,0.0018787,0.00362494,0.00208243,0.0171568,0.000201263,0.0400049,0.0400049,
0.00179561,0.000107764,0.00496409,0.00230119,0.00804511,0.000755793,0.00198215,0.000158602,0.0023797,0.02249,0.02249,
0.00141142,0.000549754,0.0250329,0.001409,0.00143276,1.16198e-05,0.0030185,0.00477803,0.00470237,0.0423463,0.0423463,
0.00279551,0.00397246,0.00203548,0.0029521,0.00474989,0.00187326,0.00193723,0.00365294,0.000561736,0.0245306,0.0245306,
0.000184799,0.00178419,0.00261175,0.00191898,0.0021134,0.00682437,0.00658093,0.00316249,0.000849866,0.0260308,0.0260308,
0.0109281,0.00385921,0.00226544,0.00332149,0.00385759,0.00190117,0.00316811,0.00104327,0.00432002,0.0346645,0.0346645,
0.000483716,0.000485219,0.00107241,0.000878813,0.00143593,0.000492892,0.00348239,0.00109899,3.45092e-05,0.00946487,0.00946487,
0.00164377,0.00264381,0.000282899,9.0108e-05,0.0020388,0.00090898,0.00322573,0.00356702,0.00572579,0.0201269,0.0201269,
0.00265047,0.00266532,0.000913321,0.00220486,0.00389956,0.000362285,0.00153192,0.00242978,0.00635414,0.0230117,0.0230117,
0.00214412,0.00274623,0.00663731,0.00916709,6.54565e-05,0.00475661,0.000661983,0.000152114,8.73923e-05,0.0264183,0.0264183,
0.00370665,0.00232354,0.000577193,0.00808856,0.00656835,0.000453814,0.000741235,0.00227466,0.00258253,0.0273165,0.0273165,
2.49077e-07,0.00435885,0.00433993,0.00590629,0.000354908,0.00021525,0.0151845,0.0129419,0.00326291,0.0465648,0.0465648,
0.00307855,0.00231329,0.00306357,0.00170513,0.00161498,0.00302149,7.0795e-05,0.00352699,3.29923e-05,0.0184278,0.0184278,
0.00440073,0.0102714,0.000180514,0.000650169,0.020143,0.000371512,0.00170438,0.00424492,0.00552344,0.04749,0.04749,
0.00131272,0.00213003,0.00110636,0.00303237,0.0039928,0.00145393,0.0120149,0.00101688,0.000524436,0.0265845,0.0265845,
0.0136141,0.00271652,0.00121072,0.00616225,0.000644678,0.00298617,0.00648536,0.000210768,0.0133432,0.0473738,0.0473738,
0.00119156,0.00355894,0.0163865,0.00601152,0.000333632,0.0023242,0.0142103,0.00085984,0.00262439,0.0475009,0.0475009,
0.00492981,0.00233269,0.0100612,0.00423705,0.00218982,0.00123068,0.00418417,0.00188753,0.0143678,0.0454208,0.0454208,
0.000618279,2.70584e-06,0.00142418,0.0029545,0.000282078,0.000479564,0.000429253,0.000746209,0.00163649,0.00857326,0.00857326,
0.000138015,0.000463989,0.000504485,0.000172046,0.000146226,6.9145e-05,0.000508235,0.000432272,0.00016258,0.00259699,0.00259699,
0.0012669,1.08458e-05,0.000427067,0.000360014,0.000845648,0.000177961,0.000515119,0.000160017,0.000521763,0.00428533,0.00428533,
0.000242684,4.5396e-05,0.00013011,5.96609e-05,0.00019341,0.000160603,0.000361854,0.000556473,0.000560934,0.00231113,0.00231113,
0.00163175,0.00135469,0.0112919,0.0117823,0.00506699,0.00380374,0.00124067,0.00209763,0.00264307,0.0409128,0.0409128,
0.00443132,0.000868301,3.45814e-06,0.00106022,0.00158573,0.00104012,0.000604688,0.00394069,0.00185596,0.0153905,0.0153905,
0.00311715,0.0066974,0.00621948,0.000238205,0.0027461,0.0036008,0.00503942,0.003725,0.00167932,0.0330629,0.0330629,
0.00136178,0.000229231,0.00430966,0.00249899,0.0233396,0.00676786,0.00567526,0.00208589,0.00039401,0.0466623,0.0466623,
0.000942009,0.00113248,6.00069e-05,0.00252139,0.0025159,0.00179974,0.000759366,0.00300925,0.00245589,0.015196,0.015196,
0.00276669,0.000208848,0.00123306,0.000227652,0.0045237,0.00450792,0.00677891,0.00615636,0.00465608,0.0310592,0.0310592,
0.000341301,0.000611448,0.00215972,0.00556466,0.0052961,0.00249049,0.00105208,0.00124028,0.000138879,0.018895,0.018895,
0.000500103,0.00208205,0.0082975,0.000266622,0.00928114,0.00284043,0.00370368,0.00260107,0.000465267,0.0300379,0.0300379,
